randomisation_order,screened,initial_inclusion,final_inclusion,exclusion_reason,paper_ID,DOI,journal,article_type,author,pagecount,title,subject,publication_date,health
915,No,,,,,10.1371/journal.pone.0211624,PLOS ONE,Research Article,"Csilla Czimbalmos,Ibolya Csecs,Attila Toth,Orsolya Kiss,Ferenc Imre Suhai,Nora Sydo,Zsofia Dohy,Astrid Apor,Bela Merkely,Hajnalka Vago",14,The demanding grey zone: Sport indices by cardiac magnetic resonance imaging differentiate hypertrophic cardiomyopathy from athlete’s heart,"/Biology and life sciences/Anatomy/Cardiovascular anatomy/Heart,/Biology and life sciences/Physiology/Sensory physiology,/Biology and life sciences/Psychology/Behavior/Recreation/Sports,/Biology and life sciences/Sports science/Sports,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Heart,/Medicine and health sciences/Cardiology/Cardiac hypertrophy,/Medicine and health sciences/Cardiology/Cardiomyopathies,/Medicine and health sciences/Diagnostic medicine,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Ultrasound imaging/Echocardiography,/Medicine and health sciences/Physiology/Sensory physiology,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Ultrasound imaging/Echocardiography,/Research and analysis methods/Bioassays and physiological analysis/Electrophysiological techniques/Cardiac electrophysiology/Electrocardiography,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Ultrasound imaging/Echocardiography,/Social sciences/Psychology/Behavior/Recreation/Sports",14/02/2019,TRUE
916,No,,,,,10.1371/journal.pone.0209560,PLOS ONE,Research Article,"Denise Howel,Suzanne Moffatt,Catherine Haighton,Andrew Bryant,Frauke Becker,Melanie Steer,Sarah Lawson,Terry Aspray,Eugene M G Milne,Luke Vale,Elaine McColl,Martin White",31,"Does domiciliary welfare rights advice improve health-related quality of life in independent-living, socio-economically disadvantaged people aged =60 years? Randomised controlled trial, economic and process evaluations in the North East of England","/Medicine and health sciences/Health care/Quality of life,/Medicine and health sciences/Health care/Socioeconomic aspects of health,/Medicine and health sciences/Public and occupational health/Behavioral and social aspects of health,/Medicine and health sciences/Public and occupational health/Socioeconomic aspects of health,/Social sciences/Economics/Finance,/Social sciences/Economics/Welfare economics,/Social sciences/Political science/Governments/Local governments,/Social sciences/Political science/Public policy/Welfare (social security),/Social sciences/Sociology/Social welfare,/Social sciences/Sociology/Social welfare/Welfare (social security)",10/01/2019,TRUE
917,No,,,,,10.1371/journal.pone.0217742,PLOS ONE,Research Article,"Tendesayi Kufa,Zara Shubber,William MacLeod,Simbarashe Takuva,Sergio Carmona,Jacob Bor,Marelize Gorgens,Yogan Pillay,Adrian Puren,Jeffrey W Eaton,Nicole Fraser-Hurt",15,CD4 count recovery and associated factors among individuals enrolled in the South African antiretroviral therapy programme: An analysis of national laboratory based data,"/Biology and life sciences/Immunology/Immune suppression,/Biology and life sciences/Immunology/Vaccination and immunization/Antiviral therapy/Antiretroviral therapy,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Microbiology/Virology/Viral transmission and infection/Viral load,/Biology and life sciences/Organisms/Viruses/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/RNA viruses/Retroviruses/Lentivirus/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Immunodeficiency viruses/HIV,/Biology and life sciences/Organisms/Viruses/Viral pathogens/Retroviruses/Lentivirus/HIV,/Medicine and health sciences/Diagnostic medicine/HIV diagnosis and management,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Immune suppression,/Medicine and health sciences/Immunology/Immune suppression,/Medicine and health sciences/Immunology/Vaccination and immunization/Antiviral therapy/Antiretroviral therapy,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Immunodeficiency viruses/HIV,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Viral pathogens/Retroviruses/Lentivirus/HIV,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Immune suppression,/Medicine and health sciences/Public and occupational health/Preventive medicine/Vaccination and immunization/Antiviral therapy/Antiretroviral therapy,/Physical sciences/Mathematics/Applied mathematics/Algorithms,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Research facilities/Research laboratories/Government laboratories,/Research and analysis methods/Simulation and modeling/Algorithms",31/05/2019,TRUE
918,No,,,,,10.1371/journal.pone.0210834,PLOS ONE,Research Article,"Vishal Bhavsar,Peter Schofield,Jayati Das-Munshi,Claire Henderson",16,"Regional differences in mental health stigma—Analysis of nationally representative data from the Health Survey for England, 2014","/Medicine and health sciences/Epidemiology/Ethnic epidemiology,/Medicine and health sciences/Health care/Socioeconomic aspects of health,/Medicine and health sciences/Mental health and psychiatry,/Medicine and health sciences/Public and occupational health/Socioeconomic aspects of health,/People and places/Geographical locations/Europe/European Union/United Kingdom/England,/People and places/Population groupings/Ethnicities,/Social sciences/Sociology/Education/Educational attainment,/Social sciences/Sociology/Social discrimination,/Social sciences/Sociology/Social discrimination/Racial discrimination",22/01/2019,TRUE
919,No,,,,,10.1371/journal.pone.0214017,PLOS ONE,Research Article,"Leonardo D Garma,Laura Matino,Giovanni Melle,Fabio Moia,Francesco De Angelis,Francesca Santoro,Michele Dipalo",13,Cost-effective and multifunctional acquisition system for in vitro electrophysiological investigations with multi-electrode arrays,"/Biology and life sciences/Cell biology/Cellular structures and organelles/Cell membranes/Intracellular membranes,/Biology and life sciences/Neuroscience/Neurophysiology/Action potentials,/Biology and life sciences/Physiology/Electrophysiology,/Biology and life sciences/Physiology/Electrophysiology/Membrane potential/Action potentials,/Biology and life sciences/Physiology/Electrophysiology/Neurophysiology/Action potentials,/Engineering and technology/Electronics engineering/3D printing,/Medicine and health sciences/Physiology/Electrophysiology,/Medicine and health sciences/Physiology/Electrophysiology/Membrane potential/Action potentials,/Medicine and health sciences/Physiology/Electrophysiology/Neurophysiology/Action potentials,/Medicine and health sciences/Surgical and invasive medical procedures/Functional electrical stimulation,/Physical sciences/Chemistry/Electrochemistry/Electrode potentials,/Research and analysis methods/Biological cultures/Cell cultures,/Research and analysis methods/Specimen preparation and treatment/Mechanical treatment of specimens/Specimen disruption/Electroporation",25/03/2019,TRUE
920,No,,,,,10.1371/journal.pone.0211787,PLOS ONE,Research Article,"Hye-Kyung Oh,Sunjoo Kang,Sung-Hyun Cho,Yeong-ju Ju,Daouda Faye",14,"Factors influencing nutritional practices among mothers in Dakar, Senegal","/Biology and life sciences/Nutrition,/Biology and life sciences/Nutrition/Malnutrition,/Biology and life sciences/Population biology/Population metrics/Death rates,/Medicine and health sciences/Health care/Socioeconomic aspects of health,/Medicine and health sciences/Nutrition,/Medicine and health sciences/Nutrition/Malnutrition,/Medicine and health sciences/Pediatrics/Child health,/Medicine and health sciences/Public and occupational health/Child health,/Medicine and health sciences/Public and occupational health/Socioeconomic aspects of health,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Families/Children,/Social sciences/Sociology/Education/Educational attainment,/Social sciences/Sociology/Education/Schools",11/02/2019,TRUE
921,No,,,,,10.1371/journal.pone.0211999,PLOS ONE,Research Article,"Bill Vicenzino,Peter Lawrenson,Asaduzzaman Khan,Aiofe Stephenson,Luke Heales,Heather A E Benson,Anthony Wright",13,A randomised pilot equivalence trial to evaluate diamagnetically enhanced transdermal delivery of key ground substance components in comparison to an established transdermal non-steroidal anti-inflammatory formulation in males with prior knee injury,"/Biology and life sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Knees,/Biology and life sciences/Anatomy/Musculoskeletal system/Skeletal joints/Knee joints,/Biology and life sciences/Biochemistry/Chondroitin,/Medicine and health sciences/Anatomy/Musculoskeletal system/Body limbs/Legs/Knees,/Medicine and health sciences/Anatomy/Musculoskeletal system/Skeletal joints/Knee joints,/Medicine and health sciences/Pain management/Analgesics/NSAIDs,/Medicine and health sciences/Pharmacology/Drugs/Analgesics/NSAIDs,/Medicine and health sciences/Public and occupational health/Physical activity,/Medicine and health sciences/Rheumatology/Arthritis/Osteoarthritis,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Research design/Clinical research design/Adverse events",22/02/2019,TRUE
922,No,,,,,10.1371/journal.pone.0225287,PLOS ONE,Research Article,"Hubert Krysztofiak,Marcel Mlynczak,Lukasz A Malek,Andrzej Folga,Wojciech Braksator",16,Left ventricular mass normalization for body size in children based on an allometrically adjusted ratio is as accurate as normalization based on the centile curves method,"/Biology and life sciences/Anatomy/Cardiovascular anatomy/Heart,/Biology and life sciences/Physiology/Physiological parameters,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Heart,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Ultrasound imaging/Echocardiography,/Medicine and health sciences/Physiology/Physiological parameters,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Ultrasound imaging/Echocardiography,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Age groups/Children/Adolescents,/People and places/Population groupings/Families/Children,/People and places/Population groupings/Families/Children/Adolescents,/Physical sciences/Mathematics/Statistics/Statistical data,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Database and informatics methods,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Ultrasound imaging/Echocardiography,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis",21/11/2019,TRUE
923,No,,,,,10.1371/journal.pone.0209354,PLOS ONE,Research Article,"Amanda Watson,Anna Timperio,Helen Brown,Trina Hinkley,Kylie D Hesketh",12,Associations between organised sport participation and classroom behaviour outcomes among primary school-aged children,"/Biology and life sciences/Neuroscience/Developmental neuroscience/Neurodevelopmental disorders/ADHD,/Biology and life sciences/Psychology/Behavior,/Biology and life sciences/Psychology/Behavior/Parenting behavior,/Biology and life sciences/Psychology/Behavior/Recreation/Sports,/Biology and life sciences/Sports science/Sports,/Engineering and technology/Electronics/Accelerometers,/Medicine and health sciences/Mental health and psychiatry/Neuropsychiatric disorders/ADHD,/Medicine and health sciences/Neurology/Neurodevelopmental disorders/ADHD,/Medicine and health sciences/Public and occupational health/Physical activity,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Families/Children,/Social sciences/Psychology/Behavior,/Social sciences/Psychology/Behavior/Parenting behavior,/Social sciences/Psychology/Behavior/Recreation/Sports,/Social sciences/Sociology/Education/Schools",2/01/2019,TRUE
924,No,,,,,10.1371/journal.pone.0219718,PLOS ONE,Research Article,"Poh-Shiow Yeh,Yuan-Wen Lee,Wei-Hui Chang,Weu Wang,Jaw-Lin Wang,Shing-Hwa Liu,Ruei-Ming Chen",17,Biomechanical and tomographic differences in the microarchitecture and strength of trabecular and cortical bone in the early stage of male osteoporosis,"/Biology and life sciences/Anatomy/Musculoskeletal system/Skeleton/Femur,/Biology and life sciences/Anatomy/Musculoskeletal system/Skeleton/Tibia,/Biology and life sciences/Biochemistry/Hormones/Androgens/Testosterone,/Biology and life sciences/Biochemistry/Hormones/Lipid hormones/Testosterone,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Rodents/Rats/Wistar rats,/Medicine and health sciences/Anatomy/Musculoskeletal system/Skeleton/Femur,/Medicine and health sciences/Anatomy/Musculoskeletal system/Skeleton/Tibia,/Medicine and health sciences/Critical care and emergency medicine/Trauma medicine/Traumatic injury/Bone fracture,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Bone imaging,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Bone imaging,/Medicine and health sciences/Rheumatology/Connective tissue diseases/Osteoporosis,/Medicine and health sciences/Surgical and invasive medical procedures/Reproductive system procedures/Orchiectomy,/Medicine and health sciences/Surgical and invasive medical procedures/Surgical excision/Orchiectomy,/Research and analysis methods/Animal studies/Experimental organism systems/Animal models/Rats/Wistar rats,/Research and analysis methods/Animal studies/Experimental organism systems/Model organisms/Rats/Wistar rats,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Bone imaging,/Research and analysis methods/Model organisms/Rats/Wistar rats",8/08/2019,TRUE
